Назив на отворениот инвестиционен фонд,Датум на пресметка на документот за удел,Датум на вреднување,Дневна последна продажна цена на документот за удел,Дневна просечна продажна цена на документот за удел,Дневна откупна цена на документот за удел
Генерали Глобал- Растечки Пазари,2012-10-25,24.10.2012,47.2622,47.2622,47.2622
Иново Статус Балансиран,2012-10-25,24.10.2012,26.9473,26.9473,26.9473
НЛБ БРИК,2012-10-25,24.10.2012,142.1549,142.1549,142.1549
НЛБ Америка,2012-10-25,24.10.2012,85.9909,85.9909,85.9909
КБ Инвест - Балансиран,2012-10-25,24.10.2012,85.3494,85.3494,85.3494
КБ Инвест - Обврзници,2012-10-25,24.10.2012,106.6649,106.6649,106.6649
КБ Инвест Паричен,2012-10-25,24.10.2012,104.5429,104.5429,104.5429
НЛБ Кеш Депозит,2012-10-25,24.10.2012,100.478,100.478,100.478
Генерали Југоисточна Европа,2012-10-24,22.10.2012,43.0214,43.0214,43.0214
Генерали Глобал- Растечки Пазари,2012-10-24,22.10.2012,48.0111,48.0111,48.0111
Иново Статус Балансиран,2012-10-24,22.10.2012,26.9716,26.9716,26.9716
НЛБ БРИК,2012-10-24,22.10.2012,143.5238,143.5238,143.5238
НЛБ Америка,2012-10-24,22.10.2012,86.4743,86.4743,86.4743
КБ Инвест - Балансиран,2012-10-24,22.10.2012,85.9898,85.9898,85.9898
КБ Инвест - Обврзници,2012-10-24,22.10.2012,106.544,106.544,106.544
КБ Инвест Паричен,2012-10-24,22.10.2012,104.5239,104.5239,104.5239
НЛБ Кеш Депозит,2012-10-24,22.10.2012,100.4533,100.4533,100.4533
Генерали Југоисточна Европа,2012-10-22,19.10.2012,42.8997,42.8997,42.8997
Генерали Глобал- Растечки Пазари,2012-10-22,19.10.2012,47.9161,47.9161,47.9161
Иново Статус Балансиран,2012-10-22,19.10.2012,27.2946,27.2946,27.2946
НЛБ БРИК,2012-10-22,19.10.2012,142.405,142.405,142.405
НЛБ Америка,2012-10-22,19.10.2012,86.7199,86.7199,86.7199
КБ Инвест - Балансиран,2012-10-22,19.10.2012,85.8609,85.8609,85.8609
КБ Инвест - Обврзници,2012-10-22,19.10.2012,106.6042,106.6042,106.6042
КБ Инвест Паричен,2012-10-22,19.10.2012,104.4987,104.4987,104.4987
НЛБ Кеш Депозит,2012-10-22,19.10.2012,100.4167,100.4167,100.4167
Генерали Југоисточна Европа,2012-10-19,18.10.2012,43.1636,43.1636,43.1636
Генерали Глобал- Растечки Пазари,2012-10-19,18.10.2012,48.4827,48.4827,48.4827
Иново Статус Балансиран,2012-10-19,18.10.2012,27.4255,27.4255,27.4255
НЛБ БРИК,2012-10-19,18.10.2012,142.9079,142.9079,142.9079
НЛБ Америка,2012-10-19,18.10.2012,87.266,87.266,87.266
КБ Инвест - Балансиран,2012-10-19,18.10.2012,86.5876,86.5876,86.5876
КБ Инвест - Обврзници,2012-10-19,18.10.2012,106.5715,106.5715,106.5715
КБ Инвест Паричен,2012-10-19,18.10.2012,104.4884,104.4884,104.4884
НЛБ Кеш Депозит,2012-10-19,18.10.2012,100.4043,100.4043,100.4043
Генерали Југоисточна Европа,2012-10-18,17.10.2012,43.2276,43.2276,43.2276
Генерали Глобал- Растечки Пазари,2012-10-18,17.10.2012,48.5243,48.5243,48.5243
Иново Статус Балансиран,2012-10-18,17.10.2012,27.6825,27.6825,27.6825
НЛБ БРИК,2012-10-18,17.10.2012,143.1729,143.1729,143.1729
НЛБ Америка,2012-10-18,17.10.2012,87.8397,87.8397,87.8397
КБ Инвест - Балансиран,2012-10-18,17.10.2012,87.0453,87.0453,87.0453
КБ Инвест - Обврзници,2012-10-18,17.10.2012,106.5764,106.5764,106.5764
КБ Инвест Паричен,2012-10-18,17.10.2012,104.4803,104.4803,104.4803
НЛБ Кеш Депозит,2012-10-18,17.10.2012,100.392,100.392,100.392
Генерали Југоисточна Европа,2012-10-17,16.10.2012,43.2715,43.2715,43.2715
Генерали Глобал- Растечки Пазари,2012-10-17,16.10.2012,48.6526,48.6526,48.6526
Иново Статус Балансиран,2012-10-17,16.10.2012,27.7017,27.7017,27.7017
НЛБ БРИК,2012-10-17,16.10.2012,142.8249,142.8249,142.8249
НЛБ Америка,2012-10-17,16.10.2012,87.2612,87.2612,87.2612
КБ Инвест - Балансиран,2012-10-17,16.10.2012,86.8741,86.8741,86.8741
КБ Инвест - Обврзници,2012-10-17,16.10.2012,106.5121,106.5121,106.5121
КБ Инвест Паричен,2012-10-17,16.10.2012,104.4723,104.4723,104.4723
НЛБ Кеш Депозит,2012-10-17,16.10.2012,100.3796,100.3796,100.3796
Генерали Југоисточна Европа,2012-10-16,15.10.2012,42.9538,42.9538,42.9538
Генерали Глобал- Растечки Пазари,2012-10-16,15.10.2012,48.4986,48.4986,48.4986
Иново Статус Балансиран,2012-10-16,15.10.2012,27.7323,27.7323,27.7323
НЛБ БРИК,2012-10-16,15.10.2012,142.4381,142.4381,142.4381
НЛБ Америка,2012-10-16,15.10.2012,86.8689,86.8689,86.8689
КБ Инвест - Балансиран,2012-10-16,15.10.2012,86.4592,86.4592,86.4592
КБ Инвест - Обврзници,2012-10-16,15.10.2012,106.4493,106.4493,106.4493
КБ Инвест Паричен,2012-10-16,15.10.2012,104.4641,104.4641,104.4641
НЛБ Кеш Депозит,2012-10-16,15.10.2012,100.3672,100.3672,100.3672
Генерали Југоисточна Европа,2012-10-15,12.10.2012,43.18,43.18,43.18
Генерали Глобал- Растечки Пазари,2012-10-15,12.10.2012,48.453,48.453,48.453
Иново Статус Балансиран,2012-10-15,12.10.2012,27.7586,27.7586,27.7586
НЛБ БРИК,2012-10-15,12.10.2012,142.3408,142.3408,142.3408
НЛБ Америка,2012-10-15,12.10.2012,86.8164,86.8164,86.8164
КБ Инвест - Балансиран,2012-10-15,12.10.2012,86.6228,86.6228,86.6228
КБ Инвест - Обврзници,2012-10-15,12.10.2012,106.5084,106.5084,106.5084
КБ Инвест Паричен,2012-10-15,12.10.2012,104.4399,104.4399,104.4399
НЛБ Кеш Депозит,2012-10-15,12.10.2012,100.3301,100.3301,100.3301
Генерали Југоисточна Европа,2012-12-10,10.10.2012,43.1974,43.1974,43.1974
Генерали Глобал- Растечки Пазари,2012-12-10,10.10.2012,48.1691,48.1691,48.1691
Иново Статус Балансиран,2012-12-10,10.10.2012,27.7268,27.7268,27.7268
НЛБ БРИК,2012-12-10,10.10.2012,141.3213,141.3213,141.3213
НЛБ Америка,2012-12-10,10.10.2012,87.1237,87.1237,87.1237
КБ Инвест - Балансиран,2012-12-10,10.10.2012,86.4155,86.4155,86.4155
КБ Инвест - Обврзници,2012-12-10,10.10.2012,106.4814,106.4814,106.4814
КБ Инвест Паричен,2012-12-10,10.10.2012,104.4239,104.4239,104.4239
НЛБ Кеш Депозит,2012-12-10,10.10.2012,100.3029,100.3029,100.3029
Генерали Југоисточна Европа,2012-10-10,09.10.2012,43.2008,43.2008,43.2008
Генерали Глобал- Растечки Пазари,2012-10-10,09.10.2012,48.4321,48.4321,48.4321
Иново Статус Балансиран,2012-10-10,09.10.2012,27.7373,27.7373,27.7373
НЛБ БРИК,2012-10-10,09.10.2012,141.6667,141.6667,141.6667
НЛБ Америка,2012-10-10,09.10.2012,87.7089,87.7089,87.7089
КБ Инвест - Балансиран,2012-10-10,09.10.2012,86.7297,86.7297,86.7297
КБ Инвест - Обврзници,2012-10-10,09.10.2012,106.488,106.488,106.488
КБ Инвест Паричен,2012-10-10,09.10.2012,104.412,104.412,104.412
НЛБ Кеш Депозит,2012-10-10,09.10.2012,100.2904,100.2904,100.2904
Генерали Југоисточна Европа,2012-09-10,08.10.2012,43.3275,43.3275,43.3275
Генерали Глобал- Растечки Пазари,2012-09-10,08.10.2012,47.6951,47.6951,47.6951
Иново Статус Балансиран,2012-09-10,08.10.2012,27.737,27.737,27.737
НЛБ БРИК,2012-09-10,08.10.2012,141.8028,141.8028,141.8028
НЛБ Америка,2012-09-10,08.10.2012,87.6467,87.6467,87.6467
КБ Инвест - Балансиран,2012-09-10,08.10.2012,86.7724,86.7724,86.7724
КБ Инвест - Обврзници,2012-09-10,08.10.2012,106.6408,106.6408,106.6408
КБ Инвест Паричен,2012-09-10,08.10.2012,104.4016,104.4016,104.4016
Генерали Глобал- Растечки Пазари,2012-08-10,07.10.2012,47.796,47.796,47.796
Генерали Југоисточна Европа,2012-08-10,06.10.2012,43.5624,43.5624,43.5624
Генерали Глобал- Растечки Пазари,2012-07-10,06.10.2012,47.8002,47.8002,47.8002
Иново Статус Балансиран,2012-08-10,05.10.2012,27.3761,27.3761,27.3761
НЛБ БРИК,2012-08-10,05.10.2012,142.8221,142.8221,142.8221
НЛБ Америка,2012-08-10,05.10.2012,87.8766,87.8766,87.8766
КБ Инвест - Балансиран,2012-08-10,05.10.2012,87.1829,87.1829,87.1829
КБ Инвест - Обврзници,2012-08-10,05.10.2012,106.5991,106.5991,106.5991
КБ Инвест Паричен,2012-08-10,05.10.2012,104.379,104.379,104.379
Генерали Југоисточна Европа,2012-05-10,04.10.2012,43.3205,43.3205,43.3205
Генерали Глобал- Растечки Пазари,2012-05-10,04.10.2012,47.7053,47.7053,47.7053
Иново Статус Балансиран,2012-05-10,04.10.2012,27.4282,27.4282,27.4282
НЛБ БРИК,2012-05-10,04.10.2012,142.7196,142.7196,142.7196
НЛБ Америка,2012-05-10,04.10.2012,88.2623,88.2623,88.2623
КБ Инвест - Балансиран,2012-05-10,04.10.2012,87.4654,87.4654,87.4654
КБ Инвест - Обврзници,2012-05-10,04.10.2012,106.7355,106.7355,106.7355
КБ Инвест Паричен,2012-05-10,04.10.2012,104.3715,104.3715,104.3715
Генерали Југоисточна Европа,2012-04-10,03.10.2012,43.5377,43.5377,43.5377
Генерали Глобал- Растечки Пазари,2012-04-10,03.10.2012,47.5945,47.5945,47.5945
Иново Статус Балансиран,2012-04-10,03.10.2012,27.6023,27.6023,27.6023
НЛБ БРИК,2012-04-10,03.10.2012,142.2136,142.2136,142.2136
НЛБ Америка,2012-04-10,03.10.2012,88.4315,88.4315,88.4315
КБ Инвест - Балансиран,2012-04-10,03.10.2012,87.4691,87.4691,87.4691
КБ Инвест - Обврзници,2012-04-10,03.10.2012,106.6928,106.6928,106.6928
КБ Инвест Паричен,2012-04-10,03.10.2012,104.3641,104.3641,104.3641
Генерали Југоисточна Европа,2012-11-30,29.11.2012,43.3364,43.3364,43.3364
Генерали Глобал- Растечки Пазари,2012-11-30,29.11.2012,47.3502,47.3502,47.3502
Иново Статус Балансиран,2012-11-30,29.11.2012,26.9015,26.9015,26.9015
НЛБ БРИК,2012-11-30,29.11.2012,141.1669,141.1669,141.1669
НЛБ Америка,2012-11-30,29.11.2012,85.9594,85.9594,85.9594
КБ Инвест - Балансиран,2012-11-30,29.11.2012,84.2838,84.2838,84.2838
КБ Инвест - Обврзници,2012-11-30,29.11.2012,107.2327,107.2327,107.2327
КБ Инвест Паричен,2012-11-30,29.11.2012,104.8766,104.8766,104.8766
НЛБ Кеш Депозит,2012-11-30,29.11.2012,100.9377,100.9377,100.9377
Генерали Југоисточна Европа,2012-11-29,28.11.2012,43.0337,43.0337,43.0337
Генерали Глобал- Растечки Пазари,2012-11-29,28.11.2012,47.0106,47.0106,47.0106
Иново Статус Балансиран,2012-11-29,28.11.2012,26.9093,26.9093,26.9093
НЛБ БРИК,2012-11-29,28.11.2012,139.6731,139.6731,139.6731
НЛБ Америка,2012-11-29,28.11.2012,86.0244,86.0244,86.0244
КБ Инвест - Балансиран,2012-11-29,28.11.2012,83.918,83.918,83.918
КБ Инвест - Обврзници,2012-11-29,28.11.2012,107.2266,107.2266,107.2266
КБ Инвест Паричен,2012-11-29,28.11.2012,104.8671,104.8671,104.8671
НЛБ Кеш Депозит,2012-11-29,28.11.2012,100.9241,100.9241,100.9241
Генерали Југоисточна Европа,2012-11-28,27.11.2012,42.9825,42.9825,42.9825
Генерали Глобал- Растечки Пазари,2012-11-28,27.11.2012,46.9461,46.9461,46.9461
Иново Статус Балансиран,2012-11-28,27.11.2012,26.9041,26.9041,26.9041
НЛБ БРИК,2012-11-28,27.11.2012,140.0114,140.0114,140.0114
НЛБ Америка,2012-11-28,27.11.2012,86.1112,86.1112,86.1112
КБ Инвест - Балансиран,2012-11-28,27.11.2012,84.3589,84.3589,84.3589
КБ Инвест - Обврзници,2012-11-28,27.11.2012,107.5867,107.5867,107.5867
КБ Инвест Паричен,2012-11-28,27.11.2012,104.8578,104.8578,104.8578
НЛБ Кеш Депозит,2012-11-28,27.11.2012,100.91,100.91,100.91
Генерали Југоисточна Европа,2012-11-27,26.11.2012,42.883,42.883,42.883
Генерали Глобал- Растечки Пазари,2012-11-27,26.11.2012,47.081,47.081,47.081
Иново Статус Балансиран,2012-11-27,26.11.2012,26.9485,26.9485,26.9485
НЛБ БРИК,2012-11-27,26.11.2012,140.6778,140.6778,140.6778
НЛБ Америка,2012-11-27,26.11.2012,86.123,86.123,86.123
КБ Инвест - Балансиран,2012-11-27,26.11.2012,84.3663,84.3663,84.3663
КБ Инвест - Обврзници,2012-11-27,26.11.2012,107.5401,107.5401,107.5401
КБ Инвест Паричен,2012-11-27,26.11.2012,104.8484,104.8484,104.8484
НЛБ Кеш Депозит,2012-11-27,26.11.2012,100.8978,100.8978,100.8978
Генерали Југоисточна Европа,2012-11-26,24.11.2012,42.8899,42.8899,42.8899
Генерали Глобал- Растечки Пазари,2012-11-26,24.11.2012,47.0913,47.0913,47.0913
Иново Статус Балансиран,2012-11-26,24.11.2012,26.9713,26.9713,26.9713
НЛБ БРИК,2012-11-26,24.11.2012,141.1853,141.1853,141.1853
НЛБ Америка,2012-11-26,24.11.2012,86.26,86.26,86.26
КБ Инвест - Балансиран,2012-11-26,24.11.2012,84.3462,84.3462,84.3462
КБ Инвест - Обврзници,2012-11-26,24.11.2012,107.5026,107.5026,107.5026
КБ Инвест Паричен,2012-11-26,24.11.2012,104.831,104.831,104.831
НЛБ Кеш Депозит,2012-11-26,24.11.2012,100.8735,100.8735,100.8735
Генерали Југоисточна Европа,2012-11-24,23.11.2012,42.9086,42.9086,42.9086
Генерали Глобал- Растечки Пазари,2012-11-24,23.11.2012,47.1262,47.1262,47.1262
Иново Статус Балансиран,2012-11-24,23.11.2012,26.9725,26.9725,26.9725
НЛБ БРИК,2012-11-24,23.11.2012,141.2659,141.2659,141.2659
НЛБ Америка,2012-11-24,23.11.2012,86.269,86.269,86.269
КБ Инвест - Балансиран,2012-11-24,23.11.2012,84.3697,84.3697,84.3697
КБ Инвест - Обврзници,2012-11-24,23.11.2012,107.4927,107.4927,107.4927
КБ Инвест Паричен,2012-11-24,23.11.2012,104.8221,104.8221,104.8221
НЛБ Кеш Депозит,2012-11-24,23.11.2012,100.8612,100.8612,100.8612
Генерали Југоисточна Европа,2012-11-23,22.11.2012,42.6417,42.6417,42.6417
Генерали Глобал- Растечки Пазари,2012-11-23,22.11.2012,46.9967,46.9967,46.9967
Иново Статус Балансиран,2012-11-23,22.11.2012,27.0293,27.0293,27.0293
НЛБ БРИК,2012-11-23,22.11.2012,140.4866,140.4866,140.4866
НЛБ Америка,2012-11-23,22.11.2012,86.2684,86.2684,86.2684
КБ Инвест - Балансиран,2012-11-23,22.11.2012,83.9248,83.9248,83.9248
КБ Инвест - Обврзници,2012-11-23,22.11.2012,106.9562,106.9562,106.9562
КБ Инвест Паричен,2012-11-23,22.11.2012,104.8128,104.8128,104.8128
НЛБ Кеш Депозит,2012-11-23,22.11.2012,100.848,100.848,100.848
Генерали Југоисточна Европа,2012-11-22,20.11.2012,42.8885,42.8885,42.8885
Генерали Глобал- Растечки Пазари,2012-11-22,20.11.2012,46.9422,46.9422,46.9422
Иново Статус Балансиран,2012-11-22,20.11.2012,26.9954,26.9954,26.9954
НЛБ БРИК,2012-11-22,20.11.2012,140.1876,140.1876,140.1876
НЛБ Америка,2012-11-22,20.11.2012,86.027,86.027,86.027
КБ Инвест - Балансиран,2012-11-22,20.11.2012,83.908,83.908,83.908
КБ Инвест - Обврзници,2012-11-22,20.11.2012,106.7888,106.7888,106.7888
КБ Инвест Паричен,2012-11-22,20.11.2012,104.7951,104.7951,104.7951
НЛБ Кеш Депозит,2012-11-22,20.11.2012,100.8229,100.8229,100.8229
Генерали Југоисточна Европа,2012-11-20,19.11.2012,42.767,42.767,42.767
Генерали Глобал- Растечки Пазари,2012-11-20,19.11.2012,46.8664,46.8664,46.8664
Иново Статус Балансиран,2012-11-20,19.11.2012,26.9798,26.9798,26.9798
НЛБ БРИК,2012-11-20,19.11.2012,140.6928,140.6928,140.6928
НЛБ Америка,2012-11-20,19.11.2012,85.8285,85.8285,85.8285
